Name, School
Ron Sobie,	DePaul
Hal Lear,	Temple
Joe Sexton,	Purdue
Robert Hodgson,	Wichita State
Tom Heinsohn,	Holy Cross
Phil Grawmeyer,	Kentucky
Lloyd Aubrey,	Notre Dame
Sam Jones,	North Carolina Central
Dick Miani,	Miami (FL)
Phil Jordon,	Whitworth
Charles Slack,	Marshall
John Schlimm,	John Carroll
Joe Lieber,	Holy Cross
Bob Kessler,	Maryland
Bruce Harris,	Tennessee Tech
Mickey Winograd,	Duquesne
Phil Wheeler,	Cincinnati
Bevo Francis,	Rio Grande
Dick Miller,	Wisconsin
Ed Petrie,	Seton Hall
John Fannon,	Notre Dame
Harvey Halbrook,	Oregon State
Tony Roybal,	New Mexico
Ronald Clark,	Springfield
Joe Belmont,	Duke
Max Anderson,	Oregon
K.C. Jones,	San Francisco
John Patzwald,	Gustavus Adolphus
Bob Burrow,	Kentucky
Bill Thieben,	Hofstra
Dan Swartz,	Morehead State
Norm Stewart,	Missouri
Morris Taft,	California-Los Angeles
Jim Reed,	Texas Tech
Dave Plunkett,	Cincinnati
Hershel Pederson,	Brigham Young
Junior Morgan,	Duke
Julius McCoy,	Michigan State
Ed Huse,	Wyoming
Arthur Helms,	Houston
Robin Freeman,	Ohio State
Darrell Floyd,	Furman
Wally Choice,	Indiana
Chester Webb,	Georgia Southern
Chuck Rolles,	Cornell
Jess Roh,	Idaho State
Jim McLaughlin,	Saint Louis
Dick Kenyon,	Le Moyne
Dick Julio,	Massachusetts Dartmouth
Paul Judson,	Illinois
Milt Graham,	Colgate
Willie Bergines,	West Virginia
Bill Uhl,	Dayton
Kevin Thomas,	Boston University
Jerry Moreman,	Louisville
Dan Mannix,	St. Francis Brooklyn
Clayton Carter,	Oklahoma State
Gene Carpenter,	Texas Tech
Carl Cain,	Iowa
Carl Widseth,	Tennessee
Willie Naulls,	California-Los Angeles
Jim Springer,	Gustavus Adolphus
Terry Rand,	Marquette
Johnny McCarthy,	Canisius
Ronnie Mayer,	Duke
John Barber,	Cal State-Los Angeles
Jerry Harper,	Alabama
Howard Crittendon,	Murray State
Art Bunte,	Utah
Jack Adams,	Eastern Kentucky
Vic Molodet,	North Carolina State
Bill Logan,	Iowa
Bob Hopkins,	Grambling
Dave Piontek,	Xavier
Theophileus Lloyd,	Maryland
George Linn,	Alabama
Don Boldebuck,	Houston
Elgin Baylor,	Seattle
Jim Houston,	Brandeis
Jim Ray,	Toledo
Bill Reigel,	McNeese State
Forest Able,	Western Kentucky
Phil Rollins,	Louisville
Jerry Bird,	Kentucky
O'Neal Weaver,	Midwestern State
Pat Dunn,	Utah State
Gary Bergen,	Utah
Dick Ricketts,	Duquesne
Maurice Stokes,	Saint Francis (PA)
Jim Loscutoff,	Oregon
Ken Sears,	Santa Clara
Ed Conlin,	Fordham
Johnny Horan,	Dayton
Jack Stephens,	Notre Dame
Jack Twyman,	Cincinnati
Walter Devlin,	George Washington
Dick Hemric,	Wake Forest
Jerry Mullen,	San Francisco
Chuck Mencel,	Minnesota
Jesse Arnelle,	Penn State
Don Schlundt,	Indiana
Al Ferrari,	Michigan State
Ed Fleming,	Niagara
Bob Schafer,	Villanova
Buzz Wilkinson,	Virginia
Guy Sparrow,	Detroit Mercy
Dick Boushka,	Saint Louis
Jack Sallee,	Dayton
Ron Bennink,	Washington State
Burdette Haldorson,	Colorado
Bob McKeen,	California
Ed Wiener,	Tennessee
Bart Leach,	Pennsylvania
Ed Cole,	Creighton
John Miller,	Ohio State
Dick Howard,	Case Western
Frank Ehmann,	Northwestern
Bill Bagley,	St. Mary's (CA)
Bill Evans,	Kentucky
Jack Devine,	Villanova
Bob Patterson,	Tulsa
Denver Brackeen,	Mississippi
Bill Banks,	Texas State
Mal Duffy,	St. Bonaventure
Cleo Littleton,	Wichita State
Ray Warren,	Texas Christian
Don Boldebuck,	Houston
Ed Galvin,	Loyola (LA)
Don Bragg,	California-Los Angeles
Jim Scott,	West Texas A&M
Bill Warden,	North Central (IL)
Cliff Dwyer,	North Carolina State
O'Neal Weaver,	Midwestern State
Tony Vlastelica,	Oregon State
Harry Jorgensen,	Wyoming
Jerry Jung,	Kansas State
Jim McConnell,	Niagara
Art Quimby,	Connecticut
John Prudhoe,	Louisville
Bob Reiter,	Missouri
Tom Mock,	Colorado
Dick Welsh,	Southern California
Bill Reigel,	McNeese State
Ed O'Connor,	Manhattan
Charles Hoxie,	Niagara
Joe Fitt,	None
Lynn Cole,	Creighton
Dick Cable,	Wisconsin
Harvey Babetch,	Bradley
Ron Tomsic,	Stanford
Marty Satalino,	St. John's (NY)
Bob Armstrong,	Michigan State
Russ Lawler,	Stanford
Bob Scuddelari,	Cooper Union
Joe Beck,	Truman State
Stan Glowaski,	Seattle
Mickey Harrington,	Southern Mississippi
Wally McCarvill,	Iona
K.C. Jones,	San Francisco
Don Payne,	Adelphi
Howard Sessums,	Mississippi College
Charles Stickels,	Hastings
Al Didriksen,	Temple
Jerry Koch,	Saint Louis
Lester Lane,	Oklahoma
Harry Silcox,	Temple
George Swyers,	West Virginia Tech
Don Belcher,	Louisiana State
Tom Harrold,	Colorado
Happy Mahfouz,	Spring Hill
Tom Mixon,	Mercer
Jim Fay,	St. Ambrose
Jim Ahearn,	Connecticut
Tom Gola,	La Salle
Dick Garmaker,	Minnesota
Mark Davis,	Marietta
Henry Dooley,	Wiley
Carl Hartman,	Alderson Broaddus
John Mahoney,	William & Mary
John Moore,	California-Los Angeles
Dean Parsons,	Washington
Nick Romanoff,	Pacific
Frank Selvy,	Furman
Bob Pettit,	Louisiana State
Gene Shue,	Maryland
Dick Rosenthal,	Notre Dame
Togo Palazzi,	Holy Cross
Johnny Kerr,	Illinois
Tom Marshall,	Western Kentucky
Jack Turner,	Western Kentucky
Ed Kalafat,	Minnesota
Bob Leonard,	Indiana
Bob Mattick,	Oklahoma State
Larry Costello,	Niagara
Arnold Short,	Oklahoma City
Dwight Morrison,	Idaho
Dick Farley,	Indiana
Boris Nachamkin,	New York University
Richie Guerin,	Iona
Al Bianchi,	Bowling Green
Werner Killen,	Lawrence Tech
Walt Walowac,	Marshall
Ben Peters,	Benedictine (KS)
B. H. Born,	Kansas
Henry Daubenschmidt,	St. Francis Brooklyn
Jim Tucker,	Duquesne
Lee Morton,	Cornell
Don Anielak,	Missouri State
Don Lance,	Rice
Burt Spice,	Toledo
Phil Martin,	Toledo
Chuck Noble,	Louisville
Mel Thompson,	North Carolina State
Ron Perry,	Holy Cross
Don McLane,	Duquesne
Art Spoelstra,	Western Kentucky
Don Lange,	Navy
Gene Schwinger,	Rice
Lou Scott,	Indiana
Paul Ebert,	Ohio State
Rudy D'Emilio,	Duke
Dutch Burch,	Pittsburgh
Troy Burris,	West Texas A&M
Paul Pottenburgh,	Siena
Bo Erias,	Niagara
Jesse Priscock,	Kansas State
Buzz Bennett,	Minnesota
Bob Heim,	Xavier
Bob Carney,	Bradley
Len Winogard,	Brandeis
Charles Kraak,	Indiana
Otto Krieghauser,	Washington (MO)
Norman Pott,	Wheaton (IL)
James Davis,	St. John's (NY)
Ron Rivers,	Wyoming
Nick Revon,	Southern Mississippi
Joe Pehanick,	Seattle
Alan Kelley,	Kansas
Bob Brady,	San Diego State
Bernie Janicki,	Duke
Paul Estergaard,	Bradley
Gus Levett,	Franklin & Marshall
Bill Hull,	Utah State
Solly Walker,	St. John's (NY)
Dan Finch,	Vanderbilt
Harry Brooks,	Seton Hall
Dick Nunneley,	Tulsa
Bob Hodges,	East Carolina
Don Bielke,	Valparaiso
Jim Young,	Santa Clara
Mel Besdin,	Syracuse
Paul Morrow,	Wisconsin
Cob Jarvis,	Mississippi State
Bob Hopkins,	Point Loma Nazarene
Ron Goerrs,	Concord
Hal Cervini,	Tulane
Vince Leta,	Lycoming
Joel Hittleman,	Loyola-Maryland
Fletcher Johnson,	Duquesne
Roy Irvin,	Southern California
Henry Duckham,	Polytechnic (NY)
Dick Garmaker,	Minnesota
Gary Shivers,	Houston
Joe Bertrand,	Notre Dame
Bill Sullivan,	Notre Dame
Phil Larson,	Brigham Young
Tony Daukas,	Boston College
Jack Davidson,	California-Los Angeles
Ed Parchinski,	Fordham
John Clune,	Navy
John Blever,	Northwestern
Elliott Karver,	George Washington
Jerry Domerschick,	City College of New York
Frank O'Hara,	La Salle
Forrest Jackson,	Taylor (IN)
Bill Johnson,	Nebraska
Jim Paxson,	Dayton
Bob Walter,	Oklahoma
Ron Weisner,	Wisconsin
John Glinski,	None
Bill Stickel,	Hastings
Joe Holup,	George Washington
Ray Felix,	Long Island-Brooklyn
Bob Houbregs,	Washington
Jack Molinas,	Columbia
Richie Regan,	Seton Hall
Frank Ramsey,	Kentucky
Jim Neal,	Wofford
Jim Fritsche,	Hamline
Kendall Sheets,	Oklahoma State
Tex Silverman,	George Washington
Will Walls,	Miami (FL)
Joe Smyth,	Niagara
Al Bailey,	Duquesne
Garrett Beshear,	Murray State
Glen Dille,	Tulsa
Frank Reddout,	Syracuse
Jim Scottie,	West Virginia
Nick Maguire,	Villanova
Joe Hughes,	Denver
Ken Sears,	Santa Clara
Gene Lambert,	Arkansas
Bill Hull,	Utah State
Connie Rea,	Centenary (LA)
John Kurz,	Loyola-Marymount
Bill Jenkins,	Le Moyne
Andy McGowan,	Manhattan
Gerald Nappy,	Georgetown
Warren Shackelford,	Tulsa
Paul Brandt,	Columbia
Joe Cipriano,	Washington
Eddie O'Brien,	Seattle
John O'Brien,	Seattle
Bob Rousey,	Kansas State
Darrell Tucker,	Utah State
Bob Santini,	Iona
Paul Smaagard,	Hamline
Bob Peterson,	Oregon
Dick Knostman,	Kansas State
Paul Nolen,	Texas Tech
Norm Grekin,	La Salle
Bill Kenville,	St. Bonaventure
Cliff Hagan,	Kentucky
Larry Hennessy,	Villanova
Joe Holup,	George Washington
Lou Tsioropoulos,	Kentucky
Bill Bolger,	Georgetown
Walter Dukes,	Seton Hall
Gene Dyker,	DePaul
Irv Bemoras,	Illinois
Ernie Beck,	Pennsylvania
Jack George,	La Salle
Ron Feiereisel,	DePaul
Richard Atha,	Indiana State
Donald Ackerman,	Long Island-Brooklyn
Will Bales,	Eastern Kentucky
Ed Kohl,	Regis (CO)
Delmer Diercks,	Iowa State
Neil Gordon,	Furman
Forrest Hamilton,	Missouri State
Bob Matheny,	California
Larry O'Connor,	Canisius
Richard Prater,	Kentucky
Allan Schutts,	Springfield
Dean Kelley,	Kansas
William Hagan,	Siena
George Glasgow,	Fairleigh Dickinson
Bill Dodd,	Colgate
Jim Bredar,	Illinois
Mike Bodnar,	St. Bonaventure
John Doogan,	Saint Joseph's
Charles Duffley,	St. Anselm
Jim Bingham,	Eastern Kentucky
Edward Walsh,	None
Elmer Tolson,	Eastern Kentucky
Don Stemmerich,	None
Don Eby,	Southern California
Toar Hester,	Centenary (LA)
Fred Ihle,	La Salle
Bob Marske,	None
Bob Sassone,	St. Bonaventure
Eddie Solomon,	West Virginia Tech
Bob Speight,	North Carolina State
Jack Carby,	Kansas State
Bob Emmercik,	Clarion
Russ Johnson,	None
Bob Kraback,	None
Dennis Murphy,	Georgetown
Herman Sledzik,	Penn State
Bill Schyman,	DePaul
Thomas Bishop,	Southern Mississippi
Vernon Stokes,	St. Francis Brooklyn
Chuck Wolfe,	North Dakota
Dick Gross,	Wheaton (IL)
Lloyd Thorgaard,	Hamline
Pete Silas,	Georgia Tech
Bob Goss,	North Carolina State
Jim Gerber,	Bowling Green
Bill Edwards,	St. Bonaventure
Joe Richey,	Brigham Young
Lloyd Olmstead,	Cornell College
Norm Swanson,	Detroit Mercy
Zippy Morocco,	Georgia
Hugh Beins,	Georgetown
Roger Kuss,	Wisconsin-River Falls
Hartly Kruger,	Idaho
Joe Piorkowski,	None
Walt Kearns,	Arkansas
Bob Gussner,	Hamline
Bob Gelle,	Minnesota
Ken Flowers,	Southern California
Harold Christensen,	Brigham Young
Bill Chambers,	William & Mary
Hank Budde,	Xavier
Doug Atkins,	Tennessee
Jim Doherty,	Whitworth
Lewis Gilcrease,	Texas State
Dick White,	Eastern Kentucky
Ted Lallier,	Colby
Tom Lillis,	Saint Louis
Norb Lewinski,	Notre Dame
Earle Markey,	Holy Cross
Chet Noe,	Oregon
Gil Reich,	Kansas
Mark Workman,	West Virginia
Jim Baechtold,	Eastern Kentucky
Dick Groat,	Duke
Joe Dean,	Louisiana State
Ralph Polson,	Whitworth
Bill Stauffer,	Missouri
Bob Lochmueller,	Louisville
Chuck Darling,	Iowa
Clyde Lovellette,	Kansas
Herm Hedderick,	Canisius
Ab Nicholas,	Wisconsin
Bert Cook,	Utah State
Bud Penwell,	Oklahoma City
Art Press,	McDaniel
Benny Purcell,	Murray State
Bill Carlson,	Fordham
Hal Cerra,	Duquesne
Bob Clifton,	Iowa
Leo Corkery,	St. Bonaventure
Roger Johnson,	Arizona
Gene Conley,	Washington State
Lee Terrill,	North Carolina State
Tom Ackerman,	West Liberty
Pete Brewster,	Purdue
Jim Bishop,	Southern Mississippi
Bob Roche,	Syracuse
Rod Fletcher,	Illinois
Cliff Haag,	Wyoming
Bob Holt,	Tulane
Tom Katsimpalis,	Eastern Illinois
Dick Means,	Minnesota
Dwight Morrison,	Southern California
Ed Ramiraz,	Centenary (LA)
Don Schneider,	Arizona
Gene Smith,	Huron
Middie Smith,	Xavier
Homer Spain,	Union (TN)
John Wallesea,	Memphis
George McLeod,	Texas Christian
Bryant Ivey,	Alabama
Leroy Leslie,	Notre Dame
Don Meineke,	Dayton
Jewell McDowell,	Texas A&M
Sam Miranda,	Indiana
Jerry Romney,	Brigham Young
Ray Royce,	Houston
Bob Peterson,	Oregon
Gene Rhodes,	Western Kentucky
Jack McMahon,	St. John's (NY)
Arnold Smith,	City College of New York
Ray Sonnenberg,	Saint Louis
Ray Steiner,	Saint Louis
Robert Zawoluk,	St. John's (NY)
Dick Surhoff,	Long Island-Brooklyn
Bob Priddy,	New Mexico State
Bill Mlkvy,	Temple
Moe Radovich,	Wyoming
Eddie Miller,	Syracuse
Dick Retherford,	Baldwin Wallace
John Snee,	Clemson
Jim Buchanan,	Nebraska
Jim Dilling,	Holy Cross
Fred Eydt,	Cornell
Jim Iverson,	Kansas State
Lucian Whitaker,	Kentucky
Jim Holstein,	Cincinnati
Don Johnson,	Oklahoma State
Jim Ramstead,	Stanford
Jim Walsh,	Stanford
Ken McBride,	Maryland-Eastern Shore
J. C. Maze,	Texas State
Gordon Mungier,	Spring Hill
Chuck Grigsby,	Dayton
Harry Moore,	West Virginia
Jim Kennedy,	Duquesne
Bud Donnelly,	La Salle
Roy Belliveau,	Seton Hall
Dick Bunt,	New York University
Tom Brennan,	Villanova
Jim Brasco,	New York University
Ben Gibson,	St. Mary's (CA)
Ronnie MacGilvray,	St. John's (NY)
Bud Julian,	Missouri State
Dale Toft,	Denver
Paul Sullivan,	Alabama
Bob Brown,	Louisville
Gordon Stauffer,	Michigan State
Jim Hoverder,	Central Missouri
Burr Carlson,	Connecticut
Carl McNulty,	Purdue
Bill Harrell,	Siena
Newt Jones,	La Salle
Jay Handlan,	Washington & Lee
Nick Kladis,	Loyola-Chicago
Bob Whitmer,	Florida State
Don Scanlon,	Pennsylvania
Glenn Smith,	Utah
Blaine Denning,	Lawrence Tech
Walt Davis,	Texas A&M
Bobby Watson,	Kentucky
Coyt Vance,	Mississippi State
Ben Stewart,	Villanova
Jim Tackett,	New Mexico
Frank Guisness,	Washington
Bill Lea,	Missouri State
Mike Magula,	Youngstown State
Gene Melchiorre,	Bradley
Mel Hutchins,	Brigham Young
Marcus Freiberger,	Oklahoma
Zeke Sinicola,	Niagara
John McConathy,	Northwestern State
Ed Smith,	Harvard
Ernie Barrett,	Kansas State
Sam Ranzino,	North Carolina State
Don Sunderlage,	Illinois
Jack Stone,	Kansas State
Bill Gossett,	Colorado State
Scotty Steagall,	Millikin
Jack Kiley,	Syracuse
Don Savage,	Le Moyne
Roland Minson,	Brigham Young
Bill Garrett,	Indiana
Ray Ragelis,	Northwestern
Mel Payton,	Tulane
Lew Hitch,	Kansas State
Bill Mann,	Bradley
Ron Bontemps,	Beloit
Glenn Kammeyer,	Central Missouri
Jake Fendley,	Northwestern
Bato Govedarica,	DePaul
Joe Luchi,	Cincinnati
John Furlong,	Pepperdine
Fred Diute,	St. Bonaventure
Bob Schloss,	Georgia
Bob Payne,	Oregon State
Bill Hagler,	California
Jim Slaughter,	South Carolina
Bill Tosheff,	Indiana
Herb Hargett,	Mississippi State
Paul Horvath,	North Carolina State
Lloyd Sandstrom,	St. Thomas (MN)
Bob Barnett,	Evansville
Elmer Behnke,	Bradley
Jud Milhon,	Ohio Wesleyan
Gale McArthur,	Oklahoma State
Leroy Ishman,	American
Bob Sakel,	Evansville
Bob Pierce,	Nebraska
Leo Johnson,	Arizona
Glen Anderson,	Colorado State
Tom Smith,	St. Peter's
Rip Gish,	Western Kentucky
Dan Bagley,	Notre Dame
Michael Kearns,	Princeton
Leo Vander Kuy,	Michigan
Glen Duggins,	Utah
John Rennicke,	Drake
Marv Johnson,	Wheaton (IL)
Frank Clasbeek,	Iowa
Bob Wheeler,	Idaho
Al McGuire,	St. John's (NY)
Jim Luisi,	St. Francis Brooklyn
Jim Ove,	Valparaiso
Bob Swails,	Indianapolis
Deward Dopson,	Arkansas Tech
Tom Riach,	Southern California
Bob Ambler,	Arkansas
Ted Beach,	Illinois
Jim Ramstead,	Stanford
Roy Reardon,	St. Francis Brooklyn
Sid Ryen,	Denver
John Azary,	Columbia
John Brown,	Southern Methodist
George Dempsey,	King's (NY)
Ed Head,	Kansas State
Bill Harper,	Oregon State
Aaron Preece,	Bradley
George Kelly,	Vanderbilt
John Manning,	Duquesne
Tom Jockle,	Syracuse
Hugo Kappler,	North Carolina State
George Davidson,	Lafayette
Jim Phelan,	La Salle
Bob Crowe,	San Jose State
Wayne Tucker,	Colorado
Ray Kirkwasser,	Ithaca
Hugh Faulkner,	Pepperdine
Dan Torrey,	Oregon State
John DeWitt,	Texas A&M
Paul Gerwin,	Cornell
Clem Pavilonis,	DePaul
John Burke,	Springfield
Whitey Skoog,	Minnesota
Charlie Share,	Bowling Green
Don Rehfeldt,	Wisconsin
Bob Cousy,	Holy Cross
Dick Schnittker,	Ohio State
Larry Foust,	La Salle
Irwin Dambrot,	City College of New York
George Yardley,	Stanford
Bob Lavoy,	Western Kentucky
Joe McNamee,	San Francisco
Kevin O'Shea,	Notre Dame
Don Lofgran,	San Francisco
Warren Cartier,	North Carolina State
Leo Wolfe,	Villanova
Frank Comerford,	La Salle
Rick Harman,	Kansas State
Paul Sensky,	Saint Joseph's
Brooks Ricca,	Villanova
Charles Northup,	Siena
George Bush,	Toledo
Ed Montgomery,	Tennessee
Joe Kaufman,	New York University
Dick Dallmer,	Cincinnati
Jim Cathcart,	Arkansas
Buddy Cate,	Western Kentucky
Bernie Adams,	Princeton
Stan Weber,	Bowling Green
Don Parsons,	Rutgers
Joe Greenbach,	Santa Clara
Joe Ossola,	Saint Louis
Charles Hope,	Appalachian State
Joe Noertker,	Virginia
Don Heathington,	Baylor
Dick Barnes,	San Diego State
Buckshot O'Brien,	Butler
Alan Sawyer,	California-Los Angeles
Ken Murray,	St. Bonaventure
Herb Scherer,	Long Island-Brooklyn
Chuck Mrazovich,	Eastern Kentucky
Bill Sharman,	Southern California
Bob Cope,	Montana
Art Burris,	Tennessee
Dan Bagley,	Notre Dame
Milt Whitehead,	Nebraska
Lou Watson,	Indiana
Matt Forman,	Holy Cross
Frank Oftring,	Holy Cross
Ken Reeves,	Louisville
Jack Shelton,	Oklahoma State
John Brown,	Georgetown
Stu Inman,	San Jose State
Bud Schaeffer,	Wheaton (IL)
Don Stroot,	Missouri
Jack Laub,	Cincinnati
Jerry Reed,	Wyoming
John Pilch,	Wyoming
Jim Riffey,	Tulane
Claude Overton,	East Central
Wally Osterkorn,	Illinois
Tommy O'Keefe,	Georgetown
Bud Grant,	Minnesota
Ed Gayda,	Washington State
Francis Mahoney,	Brown
Norm Mager,	City College of New York
Joe Hutton,	Hamline
Paul Hicks,	Eastern Kentucky
Bill Erickson,	Illinois
Loy Doty,	Wyoming
Clarence Brannum,	Kansas State
Keith Bloom,	Wyoming
Bob Anderson,	Loyola-Maryland
Glenn Wilkes,	Mercer
Mack Suprunowicz,	Michigan
Bob Savage,	Syracuse
Paul Merchant,	Oklahoma
Paul Hickey,	Denver
Bob Healey,	Georgia
Stan Christie,	Southern California
Lou Arko,	Akron
Paul Unruh,	Bradley
Jerry Stuteville,	Indiana
Gene Schmidt,	Texas Christian
Jim Line,	Kentucky
Jimmy Doyle,	Butler
Colin Anderson,	Georgia Tech
Sonny Allen,	Morehead State
Warren Switzer,	Rice
George Stanich,	California-Los Angeles
Bob Roper,	John Carroll
Carl Kraushaar,	California-Los Angeles
Dan Kahler,	Southwestern (KS)
John Givens,	Western Kentucky
Chet Giermak,	William & Mary
Harry Foley,	Niagara
Howie Williams,	Purdue
Jim Reilly,	Swarthmore
Hal Haskins,	Hamline
Wayne Glasgow,	Oklahoma
Andy Butchko,	Purdue
Newt Benson,	Wisconsin-River Falls
Ed Thompson,	Kent State
Len Rzewszewski,	Indiana State
Bob Metcalf,	Valparaiso
Ed Jones,	Tennessee
Al Henningsen,	Northwest Missouri State
Billy Adcock,	Vanderbilt
Mike Zedalis,	Loyola-Maryland
Dale Barnstable,	Kentucky
Joe Nelson,	Brigham Young
Nate DeLong,	Wisconsin-River Falls
Gerry Calabrese,	St. John's (NY)
George King,	Charleston (WV)
Dick Dickey,	North Carolina State
Leon Blevins,	Arizona
Ed Dahler,	Duquesne
Paul Arizin,	Villanova
Costic Borsavage,	Temple
Bob Donham,	Ohio State
Earl Lloyd,	West Virginia State
Cal Christensen,	Toledo
Ed Beach,	West Virginia
Chuck Cooper,	Duquesne
Howie Shannon,	Kansas State
Alex Groza,	Kentucky
Bob Harris,	Oklahoma State
Tony Lavelli,	Yale
Vern Gardner,	Utah
Ron Livingstone,	Wyoming
Dick McGuire,	St. John's (NY)
Wallace Jones,	Kentucky
Jack Kerris,	Loyola-Chicago
Frank Saul,	Seton Hall
Vern Mikkelsen,	Hamline
Johnny Orr,	Beloit
Johnny Oldham,	Western Kentucky
Don Boven,	Western Michigan
Ray Corley,	Georgetown
Paul Gordon,	Notre Dame
Bill Tom,	Rice
Joe Mullaney,	Holy Cross
Bob Harrison,	Michigan
Jerry Nagel,	Loyola-Chicago
Fred Schaus,	West Virginia
Bob Evans,	Butler
Marv Schatzman,	Saint Louis
Thomas Eddleman,	Illinois
Ernie Vandeweghe,	Colgate
Earl Dodd,	Truman State
Jim Nolan,	Georgia Tech
Ed Macauley,	Saint Louis
Paul Walther,	Tennessee
Harry Donovan,	Muhlenberg
Bob Royer,	Indiana State
George Kaftan,	Holy Cross
Ed Leede,	Dartmouth
Duane Klueh,	Indiana State
Mac Otten,	Bowling Green
Jack Coleman,	Louisville
Bill Vandenburgh,	Washington
Russ Washburn,	Colby
Bill Weight,	Brigham Young
Don Bagley,	Notre Dame
Ken Kearns,	Arkansas
Bill Kleine,	Missouri Valley
Bill Litchfield,	Emporia State
Bob Prewitt,	Southern Methodist
Paul Courty,	Oklahoma
Carl Schaeffer,	Alabama
Bill Tanzler,	Florida
Jack Theolan,	DePaul
Joe Crandall,	Oregon State
Jack Davidson,	Stanford
Bob Retherford,	Nebraska
Eddie Van Zant,	Northwestern Oklahoma State
Preston Ward,	Missouri State
Maynard Haitcock,	George Washington
Jim Lacy,	Loyola-Maryland
Jim Owens,	Baylor
Bill Evans,	Drake
Tom Gallagher,	St. Francis Brooklyn
Jim McMullen,	Xavier
Nelson Bobb,	Temple
Eppa Rixey,	Kenyon
Roger Wiley,	Oregon
Bill Zipple,	Lafayette
Dal Zuber,	Toledo
Charlie Maas,	Butler
Jim O'Halloran,	Notre Dame
Ralph Beard,	Kentucky
J.L. Parks,	Oklahoma State
Emerson Speicher,	Bowling Green
Jim Simpson,	Bates
Ed Little,	Denver Junior College
Warren Perkins,	Tulane
John Pritchard,	Drake
Leo Barnhorst,	Notre Dame
Cliff Barker,	Kentucky
Andy Tonkovich,	Marshall
George Kok,	Arkansas
George Hauptfuhrer,	Harvard
Dolph Schayes,	New York University
Ed Mikan,	DePaul
Walter Budko,	Columbia
Robert Gale,	Cornell
Ward Williams,	Indiana
Chuck Hanger,	California
Bobby Wanzer,	Seton Hall
Don Ray,	Western Kentucky
Jack Nichols,	Washington
Ray Lumpp,	New York University
Marshall Hawkins,	Tennessee
John Dillon,	North Carolina
Jack Coleman,	Louisville
Bobby Cook,	Wisconsin
Leo Kubiak,	Bowling Green
Jake Carter,	Texas A&M-Commerce
Herb Krautblatt,	Rider
Dan Kraus,	Georgetown
Andy Kostecka,	Georgetown
Tom Kelly,	New York University
Leo Katkaveck,	North Carolina State
Edwin Kachan,	DePaul
D.C. Wilcutt,	Saint Louis
Murray Wier,	Iowa
Dick Wehr,	Rice
Joe Holland,	Kentucky
Johnny Macknowski,	Seton Hall
Brady Walker,	Brigham Young
Arnie Ferrin,	Utah
Billy Gabor,	Syracuse
Harry Gallatin,	Truman State
Kenny Rollins,	Kentucky
Earl Gardner,	DePauw
Dee Gibson,	Western Kentucky
Darrell Brown,	Humboldt State
Johnny Orr,	Beloit
Goebel Ritter,	Eastern Kentucky
Estes Parham,	Texas Wesleyan
Jack Parkinson,	Kentucky
Gene Berce,	Marquette
Ed Peterson,	Cornell
Johnny Bach,	Fordham
Roy Pugh,	Southern Methodist
Joe Wahl,	Akron
Otto Snellbacher,	Kansas
Marshall Gemberling,	Lebanon Valley
Norman Carey,	Oregon State
Bob Curran,	Holy Cross
Neil Dooley,	Colgate
Jack Hauser,	Denver
Guinn Phillips,	Texas Wesleyan
Ray Wehde,	Iowa State
Mickey Marty,	Loras
Ed Mills,	Wisconsin
Don Reagan,	Murray State
